sku,name,brand,category,price,short_description,long_description,attributes
SKU-0131,8BitDo Ultimate Bluetooth Controller,8BitDo,Controllers,69.0,Feature-rich controller with a charging dock.,"Presented by Fnac.fr. The 8BitDo Ultimate offers Hall-effect sticks, back buttons, and a charging dock for Switch and PC. Custom profiles and solid build quality make it a value-packed enthusiast pad.","{""platform_compatibility"": ""Nintendo Switch, PC"", ""connectivity"": ""Wired + Wireless"", ""color"": ""Black"", ""battery_life_hours"": 22}"
SKU-0132,Nintendo Switch Pro Controller,Nintendo,Controllers,69.0,Comfortable controller for Switch gaming.,Presented by Fnac.fr. The Switch Pro Controller offers a comfortable full-size design with long battery life and motion controls. A solid D-pad and HD rumble make it the preferred pad for serious Switch play.,"{""platform_compatibility"": ""Nintendo Switch, PC"", ""connectivity"": ""Wired + Wireless"", ""color"": ""Black"", ""battery_life_hours"": 40}"
SKU-0133,Razer Wolverine V2 Chroma,Razer,Controllers,149.0,Wired pro controller with extra buttons.,Presented by Fnac.fr. The Wolverine V2 Chroma adds remappable buttons and mecha-tactile actions for competitive Xbox and PC play. RGB lighting and a robust build make it a tournament-minded wired pad.,"{""platform_compatibility"": ""Xbox, PC"", ""connectivity"": ""Wired"", ""color"": ""Black"", ""battery_life_hours"": 0}"
SKU-0134,SCUF Reflex Pro,SCUF,Controllers,259.0,Premium PS5 controller with back paddles.,"Presented by Fnac.fr. The SCUF Reflex Pro adds back paddles, adjustable triggers, and a grippy finish for competitive PS5 play. Customisable layouts make it a high-end controller for dedicated players.","{""platform_compatibility"": ""PlayStation 5, PC"", ""connectivity"": ""Wired + Wireless"", ""color"": ""Black"", ""battery_life_hours"": 10}"
SKU-0135,PowerA Enhanced Wired Controller,PowerA,Controllers,34.0,Affordable wired controller for Switch.,"Presented by Fnac.fr. The PowerA Enhanced Wired Controller offers a budget-friendly, full-size design with mappable buttons. A reliable wired connection makes it a practical spare for Switch and PC.","{""platform_compatibility"": ""Nintendo Switch, PC"", ""connectivity"": ""Wired"", ""color"": ""Black"", ""battery_life_hours"": 0}"
SKU-0136,De'Longhi Magnifica S Bean-to-Cup Coffee Machine,De'Longhi,Coffee Machines,399.0,Freshly ground espresso and cappuccino at the touch of a button.,"Presented by Fnac.fr. The Magnifica S grinds beans on demand and pulls 15-bar espresso, with a manual steam wand for cappuccinos and lattes. A 1.8 L water tank and removable brew unit keep daily use and cleaning simple.","{""type"": ""Bean-to-cup"", ""pressure_bar"": 15, ""capacity_l"": 1.8, ""color"": ""Silver"", ""milk_frother"": ""Yes""}"
SKU-0137,Breville Barista Express,Breville,Coffee Machines,699.0,Hands-on espresso machine with an integrated grinder.,Presented by Fnac.fr. The Barista Express combines a conical burr grinder with a 15-bar pump for hands-on espresso making. A steam wand and dose control let home baristas dial in their shots and milk texture.,"{""type"": ""Espresso"", ""pressure_bar"": 15, ""capacity_l"": 2.0, ""color"": ""Stainless Steel"", ""milk_frother"": ""Yes""}"
SKU-0138,Nespresso Vertuo Next,Nespresso,Coffee Machines,149.0,Capsule machine for coffee and espresso at one touch.,Presented by Fnac.fr. The Vertuo Next brews a range of cup sizes from capsules using a centrifugal extraction system. A compact footprint and one-touch operation make it a simple option for everyday coffee.,"{""type"": ""Capsule"", ""pressure_bar"": 0, ""capacity_l"": 1.1, ""color"": ""Black"", ""milk_frother"": ""No""}"
SKU-0139,Philips 5400 Series LatteGo,Philips,Coffee Machines,749.0,Bean-to-cup machine with easy-clean milk system.,"Presented by Fnac.fr. The Philips 5400 Series grinds beans for a range of drinks, with a LatteGo milk system that rinses quickly. A touch display and multiple profiles make varied coffee menus straightforward at home.","{""type"": ""Bean-to-cup"", ""pressure_bar"": 15, ""capacity_l"": 1.8, ""color"": ""Black"", ""milk_frother"": ""Yes""}"
SKU-0140,Moccamaster KBG Select,Moccamaster,Coffee Machines,329.0,Precision filter machine for balanced batch coffee.,"Presented by Fnac.fr. The Moccamaster KBG Select brews filter coffee at an optimal temperature for a clean, balanced cup. A copper heating element and durable build make it a long-lasting choice for batch brewing.","{""type"": ""Filter"", ""pressure_bar"": 0, ""capacity_l"": 1.25, ""color"": ""Matte Black"", ""milk_frother"": ""No""}"
SKU-0141,Sage Bambino Plus,Sage,Coffee Machines,399.0,Compact espresso machine with automatic milk texturing.,Presented by Fnac.fr. The Bambino Plus packs 15-bar espresso and automatic milk texturing into a small footprint. Fast heat-up and easy steaming make it a tidy choice for small kitchens.,"{""type"": ""Espresso"", ""pressure_bar"": 15, ""capacity_l"": 1.9, ""color"": ""Stainless Steel"", ""milk_frother"": ""Yes""}"
SKU-0142,Smeg ECF01 Espresso Machine,Smeg,Coffee Machines,449.0,Retro-styled espresso machine for the home.,Presented by Fnac.fr. The Smeg ECF01 pairs 1950s-inspired styling with a 15-bar pump and a steam wand for espresso and milk drinks. A compact design and bold colours make it a statement piece for the kitchen.,"{""type"": ""Espresso"", ""pressure_bar"": 15, ""capacity_l"": 1.0, ""color"": ""Cream"", ""milk_frother"": ""Yes""}"
SKU-0143,Hario V60 Pour-Over Kit,Hario,Coffee Machines,39.0,Manual pour-over kit for hands-on brewing.,Presented by Fnac.fr. The Hario V60 kit supports manual pour-over brewing for control over extraction and flavour. A simple dripper and server make it a low-cost entry into specialty coffee.,"{""type"": ""Manual"", ""pressure_bar"": 0, ""capacity_l"": 0.6, ""color"": ""White"", ""milk_frother"": ""No""}"
SKU-0144,Jura E8,Jura,Coffee Machines,1399.0,Automatic bean-to-cup machine for varied drinks.,Presented by Fnac.fr. The Jura E8 grinds beans and prepares a wide menu of coffee and milk drinks at the touch of a button. An automatic milk system and self-cleaning cycles make it a low-effort premium option.,"{""type"": ""Bean-to-cup"", ""pressure_bar"": 15, ""capacity_l"": 1.9, ""color"": ""Chrome"", ""milk_frother"": ""Yes""}"
SKU-0145,Dyson V15 Detect,Dyson,Vacuum Cleaners,749.0,Cordless stick vacuum with a laser dust display.,Presented by Fnac.fr. The Dyson V15 Detect uses a laser to reveal fine dust and shows particle counts on its display. Strong suction and a swappable battery make it a thorough cordless cleaner for whole-home use.,"{""type"": ""Stick"", ""power_w"": 230, ""battery_life_min"": 60, ""dust_capacity_l"": 0.76, ""bagless"": ""Yes""}"
SKU-0146,iRobot Roomba j7+,iRobot,Vacuum Cleaners,599.0,Robot vacuum that empties itself and avoids obstacles.,Presented by Fnac.fr. The Roomba j7+ navigates around obstacles and empties itself into a sealed base after cleaning. Smart mapping and app scheduling make it a hands-off option for everyday floor care.,"{""type"": ""Robot"", ""power_w"": 40, ""battery_life_min"": 75, ""dust_capacity_l"": 0.4, ""bagless"": ""No""}"
SKU-0147,Shark Stratos Cordless,Shark,Vacuum Cleaners,449.0,Cordless vacuum with anti-hair-wrap brushroll.,Presented by Fnac.fr. The Shark Stratos Cordless pairs strong suction with an anti-hair-wrap brushroll for homes with pets. A removable battery and odour-neutralising tech make it a practical all-rounder.,"{""type"": ""Stick"", ""power_w"": 200, ""battery_life_min"": 60, ""dust_capacity_l"": 0.7, ""bagless"": ""Yes""}"
SKU-0148,Miele Triflex HX2,Miele,Vacuum Cleaners,599.0,Versatile cordless vacuum with flexible modes.,Presented by Fnac.fr. The Miele Triflex HX2 adapts between handheld and floor modes with a reconfigurable design. Strong suction and a durable build make it a long-lasting cordless choice.,"{""type"": ""Stick"", ""power_w"": 190, ""battery_life_min"": 60, ""dust_capacity_l"": 0.5, ""bagless"": ""Yes""}"
SKU-0149,Roborock S8 Pro Ultra,Roborock,Vacuum Cleaners,1499.0,Robot vacuum and mop with an all-in-one dock.,"Presented by Fnac.fr. The Roborock S8 Pro Ultra vacuums and mops, then self-empties, washes, and refills at its dock. Precise mapping and obstacle avoidance make it a comprehensive hands-off cleaner.","{""type"": ""Robot"", ""power_w"": 60, ""battery_life_min"": 180, ""dust_capacity_l"": 0.4, ""bagless"": ""No""}"
SKU-0150,Tineco Pure One S15,Tineco,Vacuum Cleaners,499.0,Smart cordless vacuum that adjusts suction.,Presented by Fnac.fr. The Tineco Pure One S15 uses a dust sensor to adjust suction automatically as it cleans. A clear display and removable battery make it an adaptable cordless cleaner.,"{""type"": ""Stick"", ""power_w"": 180, ""battery_life_min"": 50, ""dust_capacity_l"": 0.6, ""bagless"": ""Yes""}"
SKU-0151,Dyson V12 Detect Slim,Dyson,Vacuum Cleaners,599.0,Lightweight cordless vacuum with dust detection.,"Presented by Fnac.fr. The Dyson V12 Detect Slim offers laser dust detection in a lighter, more manageable body. Strong suction and an easy-empty bin make it a nimble choice for daily cleaning.","{""type"": ""Stick"", ""power_w"": 150, ""battery_life_min"": 60, ""dust_capacity_l"": 0.35, ""bagless"": ""Yes""}"
SKU-0152,Eufy RoboVac X10 Pro Omni,Eufy,Vacuum Cleaners,799.0,Self-cleaning robot vacuum and mop.,Presented by Fnac.fr. The Eufy RoboVac X10 Pro Omni vacuums and mops with a dock that empties and washes automatically. Smart navigation and app control make it a low-maintenance everyday helper.,"{""type"": ""Robot"", ""power_w"": 55, ""battery_life_min"": 120, ""dust_capacity_l"": 0.4, ""bagless"": ""No""}"
SKU-0153,Black+Decker Dustbuster AdvancedClean,Black+Decker,Vacuum Cleaners,59.0,Compact handheld vacuum for quick clean-ups.,Presented by Fnac.fr. The Dustbuster AdvancedClean handles spills and crumbs with a lightweight cordless design. A washable filter and easy-empty bin make it a handy car and home companion.,"{""type"": ""Handheld"", ""power_w"": 50, ""battery_life_min"": 20, ""dust_capacity_l"": 0.5, ""bagless"": ""Yes""}"
SKU-0154,Tefal Ingenio Expertise 10-Piece Set,Tefal,Cookware Sets,199.0,Space-saving non-stick set with detachable handles.,Presented by Fnac.fr. The Ingenio Expertise set uses detachable handles so pans stack neatly and move from hob to oven. A durable non-stick coating and induction base make it a flexible everyday choice.,"{""material"": ""Non-stick"", ""pieces"": 10, ""induction_compatible"": ""Yes"", ""dishwasher_safe"": ""Yes"", ""color"": ""Black""}"
SKU-0155,Le Creuset Signature 5-Piece Set,Le Creuset,Cookware Sets,899.0,Enamelled cast iron set for slow cooking and braising.,"Presented by Fnac.fr. The Le Creuset Signature set offers enamelled cast iron built for even heat and long-term durability. Oven-safe and induction-ready, it suits braising, stews, and slow-cooked dishes.","{""material"": ""Cast iron"", ""pieces"": 5, ""induction_compatible"": ""Yes"", ""dishwasher_safe"": ""Yes"", ""color"": ""Volcanic""}"
SKU-0156,All-Clad D3 Stainless 10-Piece Set,All-Clad,Cookware Sets,999.0,Tri-ply stainless steel set for precise cooking.,"Presented by Fnac.fr. The All-Clad D3 set uses tri-ply stainless steel for even heating and responsive temperature control. Oven- and induction-safe, it is built for searing, sauces, and everyday precision cooking.","{""material"": ""Stainless steel"", ""pieces"": 10, ""induction_compatible"": ""Yes"", ""dishwasher_safe"": ""Yes"", ""color"": ""Silver""}"
SKU-0157,GreenPan Valencia Pro 11-Piece Set,GreenPan,Cookware Sets,299.0,Ceramic non-stick set free of common coatings.,Presented by Fnac.fr. The Valencia Pro set features a ceramic non-stick coating designed for easy release and cleaning. An induction-compatible base and oven-safe build make it a versatile everyday set.,"{""material"": ""Ceramic"", ""pieces"": 11, ""induction_compatible"": ""Yes"", ""dishwasher_safe"": ""Yes"", ""color"": ""Grey""}"
SKU-0158,Tefal Jamie Oliver Quick & Easy 5-Piece Set,Tefal,Cookware Sets,159.0,Stainless steel set with a heat indicator.,"Presented by Fnac.fr. This stainless steel set includes a Thermo-Spot indicator that shows when pans reach cooking temperature. Induction-ready and dishwasher-safe, it covers everyday frying and boiling.","{""material"": ""Stainless steel"", ""pieces"": 5, ""induction_compatible"": ""Yes"", ""dishwasher_safe"": ""Yes"", ""color"": ""Silver""}"
SKU-0159,Ninja Foodi ZeroStick 5-Piece Set,Ninja,Cookware Sets,179.0,Durable non-stick set built for daily cooking.,Presented by Fnac.fr. The Ninja Foodi ZeroStick set offers a hard-wearing non-stick coating for low-effort everyday cooking. An induction base and oven-safe handles make it a practical all-round set.,"{""material"": ""Non-stick"", ""pieces"": 5, ""induction_compatible"": ""Yes"", ""dishwasher_safe"": ""Yes"", ""color"": ""Grey""}"
SKU-0160,Lodge Cast Iron 3-Piece Set,Lodge,Cookware Sets,99.0,Pre-seasoned cast iron for searing and baking.,"Presented by Fnac.fr. The Lodge Cast Iron set comes pre-seasoned and ready for searing, frying, and baking. Oven- and induction-safe, it is a durable, budget-friendly choice that improves with use.","{""material"": ""Cast iron"", ""pieces"": 3, ""induction_compatible"": ""Yes"", ""dishwasher_safe"": ""No"", ""color"": ""Black""}"
SKU-0161,Circulon Premier Professional 13-Piece Set,Circulon,Cookware Sets,249.0,Hard-anodised non-stick set with raised circles.,"Presented by Fnac.fr. The Circulon Premier set uses a hard-anodised body with raised circles to protect its non-stick coating. Induction-ready and oven-safe, it is built for frequent, varied cooking.","{""material"": ""Non-stick"", ""pieces"": 13, ""induction_compatible"": ""Yes"", ""dishwasher_safe"": ""Yes"", ""color"": ""Bronze""}"
SKU-0162,ProCook Elite Tri-Ply 5-Piece Set,ProCook,Cookware Sets,279.0,Tri-ply stainless steel set for responsive cooking.,"Presented by Fnac.fr. The ProCook Elite Tri-Ply set offers a tri-ply stainless body for even heat across the base and sides. Oven- and induction-safe, it suits searing, sauces, and precise everyday cooking.","{""material"": ""Stainless steel"", ""pieces"": 5, ""induction_compatible"": ""Yes"", ""dishwasher_safe"": ""Yes"", ""color"": ""Silver""}"
SKU-0163,Project Hail Mary,Penguin Random House,Books,12.99,A lone astronaut's mission to save humanity.,Presented by Fnac.fr. Project Hail Mary follows a lone astronaut who wakes with amnesia on a mission to avert an extinction event. Andy Weir blends problem-solving science with an engaging plot for readers who enjoy grounded science fiction.,"{""author"": ""Andy Weir"", ""genre"": ""Science Fiction"", ""format"": ""Paperback"", ""pages"": 496, ""language"": ""English""}"
SKU-0164,Atomic Habits,Penguin Random House,Books,16.99,A practical framework for building better habits.,"Presented by Fnac.fr. Atomic Habits lays out a system for forming good habits and breaking bad ones through small, consistent changes. James Clear offers actionable strategies for readers focused on personal improvement.","{""author"": ""James Clear"", ""genre"": ""Self-help"", ""format"": ""Hardcover"", ""pages"": 320, ""language"": ""English""}"
SKU-0165,Sapiens: A Brief History of Humankind,HarperCollins,Books,14.99,A sweeping account of human history.,"Presented by Fnac.fr. Sapiens traces the history of our species from early foragers to modern societies and economies. Yuval Noah Harari connects biology, culture, and history for readers interested in big-picture non-fiction.","{""author"": ""Yuval Noah Harari"", ""genre"": ""Non-fiction"", ""format"": ""Paperback"", ""pages"": 498, ""language"": ""English""}"
SKU-0166,The Midnight Library,Canongate Books,Books,9.99,A novel about the lives we might have lived.,Presented by Fnac.fr. The Midnight Library imagines a place between life and death where each book is a different life path. Matt Haig explores regret and possibility in a reflective story for fans of contemporary fiction.,"{""author"": ""Matt Haig"", ""genre"": ""Fiction"", ""format"": ""Paperback"", ""pages"": 304, ""language"": ""English""}"
SKU-0167,A Game of Thrones,HarperCollins,Books,11.99,The first volume of an epic fantasy saga.,"Presented by Fnac.fr. A Game of Thrones opens George R. R. Martin's saga of warring houses, shifting loyalties, and looming threats. Its intricate plotting and large cast make it a cornerstone of modern epic fantasy.","{""author"": ""George R. R. Martin"", ""genre"": ""Fantasy"", ""format"": ""Paperback"", ""pages"": 864, ""language"": ""English""}"
SKU-0168,Educated,HarperCollins,Books,13.99,A memoir of self-taught transformation.,"Presented by Fnac.fr. Educated recounts Tara Westover's path from an isolated upbringing to formal education and a doctorate. The memoir examines family, belief, and the cost of forging one's own way.","{""author"": ""Tara Westover"", ""genre"": ""Biography"", ""format"": ""Hardcover"", ""pages"": 352, ""language"": ""English""}"
SKU-0169,Gone Girl,Orion Publishing,Books,10.99,A twisting thriller about a marriage gone wrong.,"Presented by Fnac.fr. Gone Girl unspools the disappearance of a wife and the suspicion that falls on her husband. Gillian Flynn's sharp, unreliable narration drives a tense, twist-laden thriller.","{""author"": ""Gillian Flynn"", ""genre"": ""Thriller"", ""format"": ""Paperback"", ""pages"": 463, ""language"": ""English""}"
SKU-0170,Le Petit Prince,Gallimard,Books,8.99,A timeless fable of a traveller from the stars.,"Presented by Fnac.fr. Le Petit Prince follows a young traveller from a distant asteroid as he reflects on love, loss, and what matters. Antoine de Saint-Exupery's gentle fable continues to resonate with readers of all ages.","{""author"": ""Antoine de Saint-Exupery"", ""genre"": ""Children"", ""format"": ""Hardcover"", ""pages"": 96, ""language"": ""French""}"
SKU-0171,The Wonderful Wizard of Oz,Scholastic,Books,7.99,A classic children's adventure to a magical land.,Presented by Fnac.fr. The Wonderful Wizard of Oz follows Dorothy and her companions on a journey along the yellow brick road. L. Frank Baum's enduring tale remains a staple of children's literature.,"{""author"": ""L. Frank Baum"", ""genre"": ""Children"", ""format"": ""Paperback"", ""pages"": 160, ""language"": ""English""}"
SKU-0172,The Dark Side of the Moon,Pink Floyd Records,Vinyl Records,27.99,A landmark progressive rock album on vinyl.,"Presented by Fnac.fr. The Dark Side of the Moon presents Pink Floyd's seamless suite exploring time, money, and the mind. This LP pressing suits collectors and listeners who value the album as a continuous work.","{""artist"": ""Pink Floyd"", ""genre"": ""Rock"", ""format"": ""LP"", ""release_year"": 1973, ""rpm"": ""33""}"
SKU-0173,Rumours,Warner Records,Vinyl Records,25.99,Fleetwood Mac's enduring pop-rock classic.,"Presented by Fnac.fr. Rumours captures Fleetwood Mac's interpersonal tensions in a set of polished, melodic songs. This LP pressing remains a staple for fans of melodic pop-rock.","{""artist"": ""Fleetwood Mac"", ""genre"": ""Pop"", ""format"": ""LP"", ""release_year"": 1977, ""rpm"": ""33""}"
SKU-0174,Kind of Blue,Columbia Records,Vinyl Records,24.99,A defining modal jazz album on vinyl.,Presented by Fnac.fr. Kind of Blue gathers Miles Davis and his ensemble for an influential set of modal jazz. This LP pressing is a cornerstone choice for jazz listeners and collectors.,"{""artist"": ""Miles Davis"", ""genre"": ""Jazz"", ""format"": ""LP"", ""release_year"": 1959, ""rpm"": ""33""}"
SKU-0175,What's Going On,Motown Records,Vinyl Records,26.99,A soul classic addressing social themes.,"Presented by Fnac.fr. What's Going On weaves Marvin Gaye's reflections on war, ecology, and injustice into a flowing soul suite. This LP pressing remains a touchstone for soul and R&B collectors.","{""artist"": ""Marvin Gaye"", ""genre"": ""Soul"", ""format"": ""LP"", ""release_year"": 1971, ""rpm"": ""33""}"
SKU-0176,To Pimp a Butterfly,Aftermath Records,Vinyl Records,32.99,An acclaimed hip-hop double LP.,"Presented by Fnac.fr. To Pimp a Butterfly blends jazz, funk, and spoken word across Kendrick Lamar's ambitious narrative. This double LP pressing appeals to listeners who value the album's full sequencing.","{""artist"": ""Kendrick Lamar"", ""genre"": ""Hip-Hop"", ""format"": ""Double LP"", ""release_year"": 2015, ""rpm"": ""33""}"
SKU-0177,Random Access Memories,Columbia Records,Vinyl Records,34.99,Daft Punk's electronic-disco double LP.,Presented by Fnac.fr. Random Access Memories pairs Daft Punk's electronic production with live disco and funk musicianship. This double LP pressing is a favourite for fans of richly produced electronic music.,"{""artist"": ""Daft Punk"", ""genre"": ""Electronic"", ""format"": ""Double LP"", ""release_year"": 2013, ""rpm"": ""33""}"
SKU-0178,Symphony No. 9,Deutsche Grammophon,Vinyl Records,29.99,A celebrated recording of Beethoven's Ninth.,"Presented by Fnac.fr. This pressing presents Beethoven's Symphony No. 9, including the famous choral finale. It suits classical collectors who appreciate the work on vinyl.","{""artist"": ""Ludwig van Beethoven"", ""genre"": ""Classical"", ""format"": ""LP"", ""release_year"": 1963, ""rpm"": ""33""}"
SKU-0179,Blue,Reprise Records,Vinyl Records,26.99,Joni Mitchell's intimate folk landmark.,"Presented by Fnac.fr. Blue gathers Joni Mitchell's confessional songwriting in a spare, intimate folk setting. This LP pressing remains a key album for folk and singer-songwriter collectors.","{""artist"": ""Joni Mitchell"", ""genre"": ""Folk"", ""format"": ""LP"", ""release_year"": 1971, ""rpm"": ""33""}"
SKU-0180,Live at the Apollo (45 RPM Edition),King Records,Vinyl Records,31.99,A landmark live soul recording at 45 RPM.,Presented by Fnac.fr. This 45 RPM pressing captures James Brown's electrifying live performance with added fidelity. The faster speed appeals to collectors who prioritise sound quality.,"{""artist"": ""James Brown"", ""genre"": ""Soul"", ""format"": ""LP"", ""release_year"": 1963, ""rpm"": ""45""}"
SKU-0181,Dyson Supersonic,Dyson,Hair Dryers,399.0,Fast-drying hair dryer with heat control.,Presented by Fnac.fr. The Dyson Supersonic uses a compact digital motor and intelligent heat control to help protect hair from extreme temperatures. Magnetic attachments and a balanced design make it comfortable for daily styling.,"{""power_w"": 1600, ""color"": ""Iron/Fuchsia"", ""ionic"": ""Yes"", ""attachments"": ""Smoothing nozzle, Diffuser, Styling concentrator"", ""weight_g"": 659}"
SKU-0182,ghd Helios,ghd,Hair Dryers,179.0,"Lightweight dryer for fast, smooth results.","Presented by Fnac.fr. The ghd Helios pairs a high-speed motor with ionic technology to dry hair quickly while reducing frizz. A balanced, lightweight body makes it comfortable for everyday and professional use.","{""power_w"": 2200, ""color"": ""Black"", ""ionic"": ""Yes"", ""attachments"": ""Concentrator nozzle"", ""weight_g"": 600}"
SKU-0183,Shark HyperAIR,Shark,Hair Dryers,199.0,Multi-styler dryer with auto-wrap attachments.,Presented by Fnac.fr. The Shark HyperAIR combines fast drying with attachments that use airflow to style and curl. Ionic technology and heat control make it a versatile all-in-one styling tool.,"{""power_w"": 1600, ""color"": ""Stone"", ""ionic"": ""Yes"", ""attachments"": ""Auto-wrap curlers, Styling concentrator, Diffuser"", ""weight_g"": 700}"
SKU-0184,Revlon One-Step Volumizer Plus,Revlon,Hair Dryers,59.0,Hot air brush for drying and volumising in one step.,Presented by Fnac.fr. The Revlon One-Step Volumizer Plus combines a dryer and brush to smooth and add volume in a single pass. Ionic technology helps reduce frizz for an easy at-home blow-dry.,"{""power_w"": 1100, ""color"": ""Black"", ""ionic"": ""Yes"", ""attachments"": ""Oval brush head"", ""weight_g"": 550}"
SKU-0185,BaByliss Super Power Pro 2200,BaByliss,Hair Dryers,39.0,Powerful everyday dryer with multiple settings.,Presented by Fnac.fr. The BaByliss Super Power Pro 2200 offers strong airflow with multiple heat and speed settings for fast drying. Ionic conditioning and a slim nozzle make it a dependable everyday dryer.,"{""power_w"": 2200, ""color"": ""Black"", ""ionic"": ""Yes"", ""attachments"": ""Concentrator nozzle, Diffuser"", ""weight_g"": 500}"
SKU-0186,Remington Pro-Air Shine,Remington,Hair Dryers,34.0,Affordable dryer with ceramic coating.,Presented by Fnac.fr. The Remington Pro-Air Shine uses a ceramic coating and ionic technology to help reduce frizz and add shine. Multiple settings and a cool shot make it a budget-friendly everyday choice.,"{""power_w"": 2300, ""color"": ""Black"", ""ionic"": ""Yes"", ""attachments"": ""Concentrator nozzle, Diffuser"", ""weight_g"": 520}"
SKU-0187,Panasonic Nanoe EH-NA67,Panasonic,Hair Dryers,89.0,Dryer with moisture-rich nanoe technology.,Presented by Fnac.fr. The Panasonic Nanoe EH-NA67 releases fine moisture particles intended to help condition hair while drying. Multiple heat settings and a diffuser make it suitable for a range of hair types.,"{""power_w"": 1800, ""color"": ""Pink"", ""ionic"": ""Yes"", ""attachments"": ""Concentrator nozzle, Diffuser"", ""weight_g"": 555}"
SKU-0188,T3 AireLuxe,T3,Hair Dryers,199.0,Quiet dryer with adjustable heat and speed.,Presented by Fnac.fr. The T3 AireLuxe offers a quiet digital motor with independent heat and speed controls for tailored drying. Ionic technology helps smooth hair for a polished finish at home.,"{""power_w"": 1875, ""color"": ""White/Rose Gold"", ""ionic"": ""Yes"", ""attachments"": ""Concentrator nozzle, Diffuser"", ""weight_g"": 540}"
SKU-0189,Bosch BrilliantCare Keratin,Bosch,Hair Dryers,45.0,Everyday dryer with keratin-friendly settings.,"Presented by Fnac.fr. The Bosch BrilliantCare offers a dedicated lower-temperature mode aimed at gentler, keratin-friendly drying. Ionic conditioning and multiple settings make it a practical home dryer.","{""power_w"": 2000, ""color"": ""Black"", ""ionic"": ""Yes"", ""attachments"": ""Concentrator nozzle"", ""weight_g"": 480}"
SKU-0190,Oral-B iO Series 9,Oral-B,Electric Toothbrushes,299.0,Smart toothbrush with real-time brushing guidance.,Presented by Fnac.fr. The Oral-B iO Series 9 uses a quiet magnetic motor and app-connected sensors to guide brushing across the mouth. Multiple modes and a pressure sensor help support a consistent daily routine.,"{""color"": ""Black Onyx"", ""brushing_modes"": 7, ""battery_life_days"": 14, ""connectivity"": ""Bluetooth"", ""pressure_sensor"": ""Yes""}"
SKU-0191,Philips Sonicare DiamondClean 9000,Philips,Electric Toothbrushes,249.0,Sonic toothbrush with app-guided cleaning.,Presented by Fnac.fr. The Sonicare DiamondClean 9000 uses sonic technology and connected coaching to support thorough cleaning. Multiple modes and a pressure sensor help protect gums during daily use.,"{""color"": ""Pink"", ""brushing_modes"": 4, ""battery_life_days"": 14, ""connectivity"": ""Bluetooth"", ""pressure_sensor"": ""Yes""}"
SKU-0192,Oral-B Pro 3 3000,Oral-B,Electric Toothbrushes,79.0,Daily toothbrush with a visible pressure sensor.,Presented by Fnac.fr. The Oral-B Pro 3 3000 offers oscillating cleaning with a visible pressure sensor that alerts on hard brushing. Three modes and a two-week battery make it a solid everyday choice.,"{""color"": ""White"", ""brushing_modes"": 3, ""battery_life_days"": 14, ""connectivity"": ""None"", ""pressure_sensor"": ""Yes""}"
SKU-0193,Philips Sonicare ProtectiveClean 5100,Philips,Electric Toothbrushes,89.0,Sonic toothbrush with pressure protection.,Presented by Fnac.fr. The Sonicare ProtectiveClean 5100 delivers sonic cleaning with a pressure sensor and a brush-head reminder. Multiple modes and a two-week battery make it a dependable daily brush.,"{""color"": ""Blue"", ""brushing_modes"": 3, ""battery_life_days"": 14, ""connectivity"": ""None"", ""pressure_sensor"": ""Yes""}"
SKU-0194,Colgate hum,Colgate,Electric Toothbrushes,49.0,Connected toothbrush for everyday cleaning.,Presented by Fnac.fr. The Colgate hum pairs a sonic motor with an app that tracks coverage and brushing habits. A pressure sensor and rechargeable battery make it an accessible smart brush.,"{""color"": ""Teal"", ""brushing_modes"": 3, ""battery_life_days"": 10, ""connectivity"": ""Bluetooth"", ""pressure_sensor"": ""Yes""}"
SKU-0195,Oclean X Pro,Oclean,Electric Toothbrushes,69.0,Sonic toothbrush with a touchscreen display.,Presented by Fnac.fr. The Oclean X Pro features a colour touchscreen and app connectivity to track brushing zones and timing. A pressure sensor and long battery life make it a feature-rich daily brush.,"{""color"": ""Grey"", ""brushing_modes"": 4, ""battery_life_days"": 30, ""connectivity"": ""Bluetooth"", ""pressure_sensor"": ""Yes""}"
SKU-0196,Quip Smart Electric Toothbrush,Quip,Electric Toothbrushes,45.0,Slim sonic toothbrush with a simple design.,"Presented by Fnac.fr. The Quip Smart toothbrush offers a slim, travel-friendly design with a sonic motor and a built-in timer. App tracking and a guiding pressure cue make it a minimalist everyday option.","{""color"": ""Silver"", ""brushing_modes"": 1, ""battery_life_days"": 90, ""connectivity"": ""Bluetooth"", ""pressure_sensor"": ""No""}"
SKU-0197,Fairywill P11,Fairywill,Electric Toothbrushes,29.0,Affordable sonic toothbrush with multiple modes.,"Presented by Fnac.fr. The Fairywill P11 delivers sonic cleaning with several modes and a long-lasting battery at a low price. A built-in timer makes it an easy, budget-friendly daily brush.","{""color"": ""Black"", ""brushing_modes"": 5, ""battery_life_days"": 30, ""connectivity"": ""None"", ""pressure_sensor"": ""No""}"
